ID,Class_CN,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,Chinese_name_as_published,Scientific_name_as_published,Reported_rank,OrderCN_COL_China_2026,OrderLA_COL_China_2026,FamilyCN_COL_China_2026,FamilyLA_COL_China_2026,GenusCN_COL_China_2026,GenusLA_COL_China_2026,Taxon_match_method,Taxon_match_note,Original_distribution,New_distribution_province,Province_basis,Discovery_sites,Longitude,Latitude,Coordinate_basis,Altitude_raw,Altitude_m,Discovery_date,Discovery_date_raw,Habitat_category,Habitat_raw,Evidence_type,Voucher,Record_type,Record_type_basis,Duplicate_group,IUCN_RED_LIST,CHINA_RED_LIST,China_Protection_Class,Endemic_to_China,Source_citation,Source_publication_year,Source_authors,Source_journal,DOI,Source_row
311,爬行纲,中国棱蜥,Tropidophorus sinicus,中国棱蜥,Tropidophorus sinicus,种,有鳞目,Squamata,石龙子科,Scincidae,棱蜥属,Tropidophorus,拉丁名精确,,广东、广西、香港、江西;国外分布于越南,贵州,原表标注,亚木沟风景区,108.73,27.7761,原文报道坐标,700,700.0,2019-08,2019年8月,混合生境（溪流/河流+森林+人工生境）,中亚热带常绿阔叶林下路边水沟中,标本,Hu01,新纪录,原表标注,DUP084,,,,,"胡政坤、黄勇、姚忠祎、蔡波 (2022). 贵州江口和福建连江分别发现中国棱蜥和变色树蜥 动物学杂志, 57(1), 112-116 https://doi.org/10.13859/j.cjz.202201011",2022,胡政坤、黄勇、姚忠祎、蔡波,动物学杂志,10.13859/j.cjz.202201011,1754
312,爬行纲,,,变色树蜥,Calotes versicolor,种,有鳞目,Squamata,鬣蜥科,Agamidae,树蜥属,Calotes,种未收录-按属填分类,,云南、广西、广东、海南、香港、澳门、湖南;国外分布于伊朗、阿富汗、巴基斯坦、尼泊尔、不丹、印度、斯里兰卡、孟加拉国、缅甸、泰国、马来西亚、越南、柬埔寨、老挝、新加坡等国,福建,原表标注,潘渡乡,119.4314,26.2189,原文报道坐标,20,20.0,2019-10,2019年10月,混合生境（森林+人工生境）,中亚热带丘陵常绿阔叶林路边行道树树干上,照片/影像、野外观察,,新纪录,原表标注,DUP017,,,,,"胡政坤、黄勇、姚忠祎、蔡波 (2022). 贵州江口和福建连江分别发现中国棱蜥和变色树蜥 动物学杂志, 57(1), 112-116 https://doi.org/10.13859/j.cjz.202201011",2022,胡政坤、黄勇、姚忠祎、蔡波,动物学杂志,10.13859/j.cjz.202201011,1755
313,爬行纲,缅甸钝头蛇,Pareas hamptoni,缅甸钝头蛇,Pareas hamptoni,种,有鳞目,Squamata,钝头蛇科,Pareidae,钝头蛇属,Pareas,拉丁名精确,,,贵州,原表标注,雷山,108.25,26.55,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,1758
314,爬行纲,福建钝头蛇,Pareas stanleyi,福建钝头蛇,Pareas stanleyi,种,有鳞目,Squamata,钝头蛇科,Pareidae,钝头蛇属,Pareas,拉丁名精确,,,贵州,原表标注,雷山,108.25,26.55,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,1759
315,爬行纲,双全链蛇(双全白环蛇),Lycodon fasciatus,双全白环蛇,Lycodon fasciatus,种,有鳞目,Squamata,游蛇科,Colubridae,链蛇属,Lycodon,拉丁名精确,,,贵州,原表标注,威宁、兴义,104.8,26.5,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,1760
316,爬行纲,黑线乌梢蛇(黑线鼠蛇),Ptyas nigromarginata,黑线乌梢蛇,Zaocys nigromarginatus,种,有鳞目,Squamata,游蛇科,Colubridae,鼠蛇属,Ptyas,中文名精确,,,贵州,原表标注,威宁,104.2833,26.8667,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,1761
317,爬行纲,紫沙蛇,Psammodynastes pulverulentus,紫沙蛇,Psammodynastes pulverulentus,种,有鳞目,Squamata,紫沙蛇科,Psammodynastidae,紫沙蛇属,Psammodynastes,拉丁名精确,,,贵州,原表标注,榕江,108.5167,25.95,文字地名地理编码/后续补充,,,1974,1974年-1978年,,,照片/影像,,新纪录,原表标注,,,,,,"伍律、李德俊、须润华、黄谋、刘积深 (1978). 贵州爬行动物新纪录及一新种 贵州爬行动物新纪录及一新种, 105",1978,伍律、李德俊、须润华、董谦、刘积深,动物学报,,1762
318,爬行纲,福建颈斑蛇,Plagiopholis styani,福建颈斑蛇,Plagiopholis styani,种,有鳞目,Squamata,游蛇科,Colubridae,颈斑蛇属,Plagiopholis,拉丁名精确,,安徽、福建、甘肃、广西、湖南、江西、四川、浙江,贵州,原表标注,雷公山,108.0833,26.25,原文报道坐标,,,2016-07,2016年7月,,,标本,HS16154,新纪录,原表标注,DUP063,,,,,"张勇、彭丽芳、朱毅武、黄松 (2020). 贵州省发现福建颈斑蛇 Plagiopholis styani (Boulenger, 1899) Found in Guizhou Province, China 动物学杂志 Chinese Journal of Zoology, 55(3), 412 https://doi.org/10.13859/j.cjz.202003018",2020,张勇,动物学杂志,10.13859/j.cjz.202003018,1763
319,爬行纲,缅甸棱蜥,Tropidophorus berdmorei,缅甸棱蜥,Tropidophorus berdmorei,种,有鳞目,Squamata,石龙子科,Scincidae,棱蜥属,Tropidophorus,拉丁名精确,,"中国仅记录分布于云南陇川县户撒乡,国外分布于泰国北部、缅甸和越南",贵州,原表标注,佛顶山国家级自然保护区坪山乡佛顶山村团山,108.3531,27.3584,原文报道坐标,870.7,870.7,2017-07-12,2017年7月12日,森林,"常绿阔叶林,林下枯枝落叶较多,阴凉潮湿",标本,TRU201707001,新纪录,原表标注,DUP083,,,,,"冉辉、米小其、王成、杨天友 (2022). 贵州省爬行动物新纪录——缅甸棱蜥 野生动物学报, 43(2), 576-578 https://doi.org/10.12375/ysdwxb.20220243",2022,冉辉、米小其、王成、杨天友,野生动物学报,10.12375/ysdwxb.20220243,1767
320,两栖纲,缅甸棱皮树蛙,Theloderma pyaukkya,缅甸疣树蛙,Theloderma pyaukkya,种,无尾目,Anura,树蛙科,Rhacophoridae,棱皮树蛙属,Theloderma,拉丁名精确,,缅甸克钦邦和钦邦,云南,原表标注,中国云南省盈江县,97.9333,24.7,文字地名地理编码/后续补充,,,,,其他/未归类,云南采集点的生境,标本,GXNU YU000116,新纪录,原表标注,,,,,,"Unknown Author (2020). First record of Theloderma pyaukkya Dever, 2017 (Anura: Rhacophoridae) in China, with range extension of Theloderma moloch (Annandale, 1912) to Yunnan National Natural Science https://doi.org/10.24272/j.issn.2095-8137.2020.083",2020,,,10.24272/j.issn.2095-8137.2020.083,1772
321,两栖纲,细痣瑶螈,Yaotriton asperrimus,细痣疣螈,Tylototriton asperrimus,种,有尾目,Caudata,蝾螈科,Salamandridae,瑶螈属,Yaotriton,种加词推断,"按种加词推断为名录中该名的异名对应种,请复核",,湖北,原表标注,,,,,,,,,,,照片/影像,,新纪录,原表标注,DUP088,,,,,"戴宗兴、张洪茂、周权、刘绪生 (2011). 湖北省两栖动物资源概况 四川动物, 30(1), 144-147 https://doi.org/10.3969/j.issn.1000-7083.2011.01.036",2011,戴宗兴、张洪茂、周权、刘绪生,四川动物,10.3969/j.issn.1000-7083.2011.01.036,1777
322,两栖纲,淡肩角蟾,Boulenophrys boettgeri,淡肩角蟾,Megophrys boettgeri,种,无尾目,Anura,角蟾科,Megophryidae,布角蟾属,Boulenophrys,中文名精确,,山西、陕西、甘肃、四川、浙江、江西、湖南、福建、广东、广西,湖北,原表标注,通山县老鸦尖,114.75,29.55,文字地名地理编码/后续补充,,,1983-05-16,1983年5月16日,,,标本,1983HB021~1983HB024,新纪录,原表标注,DUP011,,,,,"戴宗兴、李神斌、郑志章、龚仁琥、刘绪生 (2009). 湖北省两栖类新纪录———淡肩角蟾、短肢角蟾 四川动物, 28(2), 291-291",2009,戴宗兴、李神斌、郑志章、龚仁琥、刘绪生,四川动物,,1780
323,两栖纲,短肢角蟾,Boulenophrys brachykolos,短肢角蟾,Megophrys brachykolos,种,无尾目,Anura,角蟾科,Megophryidae,布角蟾属,Boulenophrys,中文名精确,,香港、广东、广西、湖南,湖北,原表标注,后河国家级自然保护区湾潭,110.4833,30.1,原文报道坐标,1030,1030.0,2006-07-29,2006年7月29日,,,标本,2006HB045,新纪录,原表标注,DUP012,,,,,"戴宗兴、李神斌、郑志章、龚仁琥、刘绪生 (2009). 湖北省两栖类新纪录———淡肩角蟾、短肢角蟾 四川动物, 28(2), 291-291",2009,戴宗兴、李神斌、郑志章、龚仁琥、刘绪生,四川动物,,1784
324,两栖纲,蔡氏疣螈,Tylototriton ziegleri,齐氏疣螈,Tylototriton ziegleri,种,有尾目,Caudata,蝾螈科,Salamandridae,疣螈属,Tylototriton,拉丁名精确,,越南北部(河江省和高平省),云南,原表标注,麻栗坡县,104.7167,23.1333,文字地名地理编码/后续补充,,,,2015,,,标本,KIZ2015000082,新纪录,原表标注,,,,,,"Ye Jiang and Zhimin Wei and Fuyao Han and Qingyong Ni and Yongfang Yao and Huailiang Xu and Ying Li and Dingqi Rao and Mingwang Zhang (2017). The complete mitogenome sequence of Tylototriton ziegleri (Amphibia: Caudata) Conservation Genet Resour, 9, 503–506 https://doi.org/10.1007/s12686-017-0710-8",2017,"Dingqi Rao, Mingwang Zhang",Conservation Genetics Resources,10.1007/s12686-017-0710-8,1785
325,爬行纲,大别山原矛头蝮,Protobothrops dabieshanensis,大别山原矛头蝮,Protobothrops dabieshanensis,种,有鳞目,Squamata,蝰科,Viperidae,原矛头蝮属,Protobothrops,拉丁名精确,,安徽省大别山区鹞落坪自然保护区、河南省驻马店市西平县,湖北,原表标注,随县山区,112.9244,31.5603,原文报道坐标,160,160.0,2017-07,2017年7月,,,标本,SYNU 170799,新纪录,原表标注,DUP066,,,,,"齐硕、张武元、陆宇燕、孔平、杨尧、李丕鹏 (2019). 湖北省蛇类新纪录———大别山原矛头蝮 野生动物学报, 40(3), 817-820 https://doi.org/10.19711/j.cnki.issn2310-1490.2019.03.035",2019,齐硕、张武元、陆宇燕、孔平、杨尧、李丕鹏,野生动物学报,10.19711/j.cnki.issn2310-1490.2019.03.035,1786
326,两栖纲,隐耳溪蟾,Torrentophryne cryptotympanicus,隐耳蟾蜍,Bufo cryptotympanicus,种,无尾目,Anura,蟾蜍科,Bufonidae,溪蟾属,Torrentophryne,种加词推断,"按种加词推断为名录中该名的异名对应种,请复核",中国广西(龙胜、兴安、资源)、广东(龙门、河源、乳源)、云南(绿春)以及越南北部(老街、岘港),湖南,原表标注,黑山岭近溪流区,110.1547,26.1533,原文报道坐标,1760,1760.0,2024-03-24,2024年3月24日,森林,常绿阔叶林下,标本,HNNU2024032401 ~ HNNU2024032404,新纪录,原表标注,DUP082,,,,,"肖蓓、李辉、朱乐强、唐旭芬、张荣华、兰晓明、莫小阳 (2025). 湖南城步发现隐耳蟾蜍 动物学杂志, 60(1), 105-114 https://doi.org/10.13859/j.cjz.202424123",2025,肖蓓、李辉、朱乐强、唐旭芬、张荣华、兰晓明、莫小阳,动物学杂志,10.13859/j.cjz.202424123,1788
327,两栖纲,龙胜臭蛙,Odorrana lungshengensis,龙胜臭蛙,Odorrana lungshengensis,种,无尾目,Anura,蛙科,Ranidae,臭蛙属,Odorrana,拉丁名精确,,贵州、广西、湖北,湖南,原表标注,黄桑国家级自然保护区,110.1102,26.4683,原文报道坐标,1113,1113.0,2013-08,2013年8月,混合生境（溪流/河流+森林+灌丛/草地）,"常绿阔叶乔木及灌丛和杂草,两岸崖石陡壁甚多的林区山溪内",标本,,新纪录,原表标注,DUP048,,,,,"刘钊、石胜超、舒服、柳勇、王璐、邓学建 (2018). 湖南省两栖类新纪录——龙胜臭蛙 生命科学研究, 22(5), 375-376 https://doi.org/10.16605/j.cnki.1007-7847.2018.05.005",2018,刘钊、石胜超、舒服、柳勇、王璐、邓学建,生命科学研究,10.16605/j.cnki.1007-7847.2018.05.005,1794
328,爬行纲,华西腹链蛇,Hebius maximus,华西腹链蛇,Hebius maximus,种,有鳞目,Squamata,游蛇科,Colubridae,东亚腹链蛇属,Hebius,拉丁名精确,,四川、贵州等地,湖南,原表标注,高望界国家级自然保护区,110.1583,28.6933,原文报道坐标,212,212.0,2023-05-24,2023年5月24日,,,标本,JSUWT006,新纪录,原表标注,DUP029,,,,,"黄杰、张自亮、李辉、杨鑫宇、胡小龙、唐依萍、刘昕、刘慧、张佑祥、吴涛 (2024). 湖南省爬行动物新纪录——华西腹链蛇及其系统发育分析 生命科学研究, 28(2), 165-170 https://doi.org/10.16605/j.cnki.1007-7847.2023.07.0177",2024,黄杰、张子良、李慧、杨欣宇、胡小龙、唐义平、刘鑫、刘慧、张友祥、吴涛,生命科学研究,10.16605/j.cnki.1007-7847.2023.07.0177,1796
329,爬行纲,东亚腹链蛇,Hebius vibakari,东亚腹链蛇,Hebius vibakari,种,有鳞目,Squamata,游蛇科,Colubridae,东亚腹链蛇属,Hebius,拉丁名精确,,日本(本州、九州、四国、伊豆大岛和男女群岛)、朝鲜半岛、俄罗斯远东地区、中国东北地区、安徽省大别山区,江苏,原表标注,孔山,119.0172,32.0664,原文报道坐标,179,179.0,2022,2022年7—9月,混合生境（森林+湿地/静水水体+灌丛/草地）,常绿阔叶林中的水塘、水库及灌丛附近,标本,NAUH220901,新纪录,原表标注,DUP030,,,,,"叶琳、朱文启、章铁睿、虞磊、高国富、包浩然 (2024). 江苏省蛇类新纪录——东亚腹链蛇 Chinese Journal of Wildlife, 45(1), 216-221 https://doi.org/10.12375/ysdwxb.20240129",2024,叶琳、朱文启、章铁睿、虞磊、高国富、包浩然,Chinese Journal of Wildlife,10.12375/ysdwxb.20240129,1798
330,爬行纲,黑头剑蛇,Sibynophis chinensis,黑头剑蛇,Sibynophis chinensis,种,有鳞目,Squamata,游蛇科,Colubridae,剑蛇属,Sibynophis,拉丁名精确,,安徽、重庆、福建、甘肃、广东、广西、贵州、海南、河南、湖北、湖南、江苏、江西、山西、陕西、上海、四川、台湾、香港、云南、浙江、天津、河北、北京,辽宁,原表标注,青龙河自然保护区公路上,118.9194,40.7925,原文报道坐标,842,842.0,2020-09-02,2020年9月2日,人工生境,公路,标本,SYNU202106SC,新纪录,原表标注,,,,,,"邱显淳、周圣博、齐硕、王小平、王昊天、王锦泽、史静耸、李丕鹏 (2023). 辽宁省爬行动物名录及地理区划更新 动物学杂志, 58(4), 523-539 https://doi.org/10.13859/j.cjz.202304006",2023,邱显淳、周圣博、齐硕、王小平、王昊天、王锦泽、史静耸、李丕鹏,动物学杂志,10.13859/j.cjz.202304006,1805
331,爬行纲,山地麻蜥,Eremias brenchleyi,山地麻蜥,Eremias brenchleyi,种,有鳞目,Squamata,蜥蜴科,Lacertidae,麻蜥属,Eremias,拉丁名精确,,,辽宁,原表标注,,,,,,,,,,,照片/影像,,新纪录,原表标注,DUP021,,,,,"王超、田应洲、谷晓明 (2014). 辽宁省蜥蜴类新纪录———山地麻蜥 四川动物, 33(3), 383-387",2014,史静耸、齐硕、李丕鹏,四川动物,,1808
332,爬行纲,巴塘攀蜥,Diploderma batangense,巴塘龙蜥,Diploderma batangense,种,有鳞目,Squamata,鬣蜥科,Agamidae,攀蜥属,Diploderma,拉丁名精确,,四川省甘孜藏族自治州巴塘县,西藏,原表标注,昌都地区芒康县金沙江河谷,98.65,29.65,文字地名地理编码/后续补充,,,2018,2015—2018 年,,,标本,KIZ 019312、019314、09404,新纪录,原表标注,,,,,,"王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: 鬣蜥科Agamidae)部分物种的分类及分布记录修订 四川动物, 38(5), 481-495 https://doi.org/10.11984/j.issn.1000-7083.20180405",2019,王剀、任金龙,四川动物,,1818
333,爬行纲,米仓山攀蜥,Diploderma micangshanense,米仓山龙蜥,Diploderma micangshanense,种,有鳞目,Squamata,鬣蜥科,Agamidae,攀蜥属,Diploderma,拉丁名精确,,陕西省南部青木川、甘肃省南部文县和康县、河南省南部、四川省广元市,湖北,原表标注,十堰市,110.7872,32.6467,文字地名地理编码/后续补充,,,2018,2015—2018 年,,,标本,KIZ 032801、KIZ 032802,新纪录,原表标注,,,,,,"王剀、任金龙、蒋珂、巫嘉伟、杨春华、徐会明、Kevin Messanger、雷开明、余辉亮、杨敬元、Cameron D. Siler、李家堂、车静 (2019). 龙蜥属Diploderma( 爬行纲Reptilia: 鬣蜥科Agamidae)部分物种的分类及分布记录修订 四川动物, 38(5), 481-495 https://doi.org/10.11984/j.issn.1000-7083.20180405",2019,王剀、任金龙,四川动物,,1819
334,两栖纲,无斑山溪鲵,Batrachuperus karlschmidti,无斑山溪鲵,Batrachuperus karlschmidti,种,有尾目,Caudata,小鲵科,Hynobiidae,山溪鲵属,Batrachuperus,拉丁名精确,,四川康定、新龙、白玉、炉霍、色达、壤塘、理塘、雅江、木里和云南宁蒗,青海,原表标注,班玛县玛柯河乡,100.4831,33.0886,原文报道坐标,3800,3800.0,2012-08-15,2012年8月15日,,,标本,AH1,新纪录,原表标注,DUP009,,,,,"丁义晶、王贵虎、陈振宁、石长宏、马永贵、许升全 (2014). 青海省发现两栖纲小鲵科无斑山溪鲵 动物学杂志, 49(3), 428-431 https://doi.org/10.13859/j.cjz.201403016",2014,丁义晶、王贵虎、陈振宁、石长宏、马永贵、许升全,动物学杂志,10.13859/j.cjz.201403016,1839
335,爬行纲,宁波滑蜥,Scincella modesta,北滑蜥,Scincella modesta septentrionalis,亚种（已归并至种级）,有鳞目,Squamata,石龙子科,Scincidae,滑蜥属,Scincella,亚种归并至种,按三名法亚种归并至种,辽宁、河北及江苏的云台山,山东,原表标注,昆嵛山第三林场所属的殿后县,121.75,37.25,文字地名地理编码/后续补充,500,500.0,2002,2002年,,,标本,YTC20020601、YTC20020602、YTC20020603、YTC20020604,新纪录,原表标注,,,,,,"陆宇燕、李丕鹏 (2002). 山东省爬行动物新记录———北滑蜥 四川动物, 21(3), 187-188",2002,陆宇燕、李丕鹏,四川动物,,1841
336,爬行纲,龙胜小头蛇,Oligodon lungshenensis,龙胜小头蛇,Oligodon lungshenensis,种,有鳞目,Squamata,游蛇科,Colubridae,小头蛇属,Oligodon,拉丁名精确,,"中国特有种,主要分布于广西、贵州、湖南、湖北、重庆等地,海拔约1000 m的林草地",四川,原表标注,合江县先滩镇显龙村,106.2758,28.6517,原文报道坐标,696,696.0,2023-06-22,2023年6月22日,混合生境（森林+农田/种植园+人工生境）,公路两侧分别为农田和林地;常绿阔叶林为主,标本,YBU 240279,新纪录,原表标注,DUP050,,,,,"刘帆、刘洋、刘芹、郭鹏、吴亚勇 (2025). 四川泸州发现龙胜小头蛇 动物学杂志, 60(4), 613-618 https://doi.org/10.13859/j.cjz.202524241",2025,刘帆、刘洋、刘芹、郭鹏、吴亚勇,动物学杂志,10.13859/j.cjz.202524241,1843
337,爬行纲,黑头剑蛇,Sibynophis chinensis,黑头剑蛇指名亚种,Sibynophis chinensis chinensis,亚种（已归并至种级）,有鳞目,Squamata,游蛇科,Colubridae,剑蛇属,Sibynophis,亚种归并至种,按三名法亚种归并至种,"我国长江以南大部分省份,长江以北仅见于甘肃(文县,徽县)、河南、山西(沁水县)、陕西,国外分布于老挝和越南",天津,原表标注,蓟县下营镇船舱峪村的公路旁及村中水塘旁的草地,117.5167,40.15,原文报道坐标,185m;240m,212.5,2012-08-21,2012年8月21日,混合生境（湿地/静水水体+灌丛/草地+人工生境）,公路旁;水塘旁的草地,标本,SYNU12110049、SYNU12110050,新纪录,原表标注,DUP076,,,,,"齐 硕、史静耸、李丕鹏 (2012). 天津市蛇类新记录———黑头剑蛇指名亚种 蛇志, 24(4), 385-386 https://doi.org/10.3969/j.issn.1001-5639.2012.04.025",2012,齐硕、史静耸、李丕鹏,蛇志,10.3969/j.issn.1001-5639.2012.04.025,1849
338,两栖纲,高山掌突蟾,Paramegophrys alpinus,高山掌突蟾,Leptolalax alpinus,种,无尾目,Anura,角蟾科,Megophryidae,掌突蟾属,Paramegophrys,中文名精确,,"我国特有物种,以前仅见于云南景东(海拔2400m左右)",广西,原表标注,岑王老山,106.344,24.4427,原文报道坐标,1150~1400,1275.0,2001-12,2001年12月-2003年8月,混合生境（溪流/河流+人工生境）,山溪石块上及两旁的小路落叶或树枝上,标本,200306014、200306015、200306016、200306017、200308077,新纪录,原表标注,,,,,,"莫运明、周天福、谢志明 (2004). 我国三种两栖动物在广西的新分布 动物学杂志, 39(4), 92-94",2004,莫运明、周天福、谢志明,动物学杂志,,1851
339,两栖纲,景东角蟾,Boulenophrys jingdongensis,景东角蟾,Megophrys jingdongensis,种,无尾目,Anura,角蟾科,Megophryidae,布角蟾属,Boulenophrys,中文名精确,,分布于云南景东地区(海拔1750~2100m)和越南北部,广西,原表标注,岑王老山,106.344,24.4427,原文报道坐标,1150-1400,1275.0,2001-12,2001年12月-2003年8月,混合生境（溪流/河流+森林）,山溪及其附近的密林中,标本,200308036、200308057、200308058、200308059、200308060、200308061、200305062、200308065,新纪录,原表标注,,,,,,"莫运明、周天福、谢志明 (2004). 我国三种两栖动物在广西的新分布 动物学杂志, 39(4), 92-94",2004,莫运明、周天福、谢志明,动物学杂志,,1852
340,爬行纲,乡城原矛头蝮,Protobothrops xiangchengensis,乡城原矛头蝮,Protobothrops xiangchengensis,种,有鳞目,Squamata,蝰科,Viperidae,原矛头蝮属,Protobothrops,拉丁名精确,,四川西部(乡城、九龙和巴塘)及云南西北部,西藏,原表标注,芒康县朱巴龙乡海通沟,99.0017,29.7617,原文报道坐标,2495,2495.0,2020-06-29,2020年6月29日,灌丛/草地,灌丛,标本,CIB_07757,新纪录,原表标注,DUP068,,,,,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009",2022,石胜超、石秀东、姚忠祎、齐银、江建平,动物学杂志,10.13859/j.cjz.202202009,1854
341,爬行纲,湖南脊蛇,Achalinus hunanensis,湖南脊蛇,Achalinus hunanensis,种,有鳞目,Squamata,闪皮蛇科,Xenodermidae,脊蛇属,Achalinus,拉丁名精确,,湖南省(安化县、鹤城区、宁乡县)和贵州省(独山县),广西,原表标注,中国广西壮族自治区柳州市融水苗族自治县,109.25,25.0667,文字地名地理编码/后续补充,891,891.0,,,森林,"山地常绿阔叶林,地面覆盖落叶层",标本,"GXNU20240905009, GXNU2024102112, GXNU2024090120",新纪录,原表标注,,,,,,"Yanyuan Xie and Yuhui Li and Zhengjun Wu and Zening Chen (2025). First record of Achalinus hunanensis Ma, Shi, Xiang, Shu & Jiang, 2023 (Serpentes, Xenodermidae) in Guangxi, China, with supplementary morphological information Biodiversity Data Journal, 13 https://doi.org/10.3897/BDJ.13.e168622",2025,"Xie Y, et al.",Biodiversity Data Journal,10.3897/BDJ.13.e168622,1876
342,爬行纲,棕脊蛇,Achalinus rufescens,红脊蛇,Achalinus rufescens,种,有鳞目,Squamata,闪皮蛇科,Xenodermidae,脊蛇属,Achalinus,拉丁名精确,,,香港,原表标注,中国香港,114.1694,22.3193,文字地名地理编码/后续补充,,,,,,,标本,SYSr001866,新纪录,据引用/备注推断,,,,,,"Yanyuan Xie and Yuhui Li and Zhengjun Wu and Zening Chen (2025). First record of Achalinus hunanensis Ma, Shi, Xiang, Shu & Jiang, 2023 (Serpentes, Xenodermidae) in Guangxi, China, with supplementary morphological information Biodiversity Data Journal, 13 https://doi.org/10.3897/BDJ.13.e168622",2025,"Xie Y, et al.",Biodiversity Data Journal,10.3897/BDJ.13.e168622,1877
343,爬行纲,黑脊蛇,Achalinus spinalis,脊鳞蛇,Achalinus spinalis,种,有鳞目,Squamata,闪皮蛇科,Xenodermidae,脊蛇属,Achalinus,拉丁名精确,,,湖南,原表标注,中国湖南省八大公山,110.05,29.75,文字地名地理编码/后续补充,,,,,,,标本,SYSr001327,新纪录,据引用/备注推断,DUP003,,,,,"Yanyuan Xie and Yuhui Li and Zhengjun Wu and Zening Chen (2025). First record of Achalinus hunanensis Ma, Shi, Xiang, Shu & Jiang, 2023 (Serpentes, Xenodermidae) in Guangxi, China, with supplementary morphological information Biodiversity Data Journal, 13 https://doi.org/10.3897/BDJ.13.e168622",2025,"Xie Y, et al.",Biodiversity Data Journal,10.3897/BDJ.13.e168622,1878
344,两栖纲,越南林蛙/越南趾沟蛙,Rana johnsi,越南趾沟蛙,Rana johnsi,种,无尾目,Anura,蛙科,Ranidae,蛙属,Rana,拉丁名精确,,"国内分布于广西、广东、海南和重庆,国外分布于越南和老挝",云南,原表标注,古林箐省级自然保护区,103.962,22.7545,原文报道坐标,1160,1160.0,2019-07,2019年7月,混合生境（溪流/河流+森林+灌丛/草地）,"山间溪流内,溪流水流缓慢,溪中有一些石块;附近植被丰富,主要以灌木、草本植物和喀斯特地貌常绿阔叶林为主,间有小面积的低海拔热带雨林成分",标本,SWFU 005647,新纪录,原表标注,DUP073,,,,,"杨云、刘小龙、饶静秋、贺艳红、韩克国、王剑、袁智勇 (2022). 云南省发现越南趾沟蛙 野生动物学报, 43(2), 533-537 https://doi.org/10.12375/ysdwxb.20220235",2022,杨云、刘小龙、饶静秋、贺艳红、韩克国、王剑、袁智勇,野生动物学报,10.12375/ysdwxb.20220235,1900
345,爬行纲,黑背链蛇,Lycodon ruhstrati,黑背白环蛇,Lycodon ruhstrati,种,有鳞目,Squamata,游蛇科,Colubridae,链蛇属,Lycodon,拉丁名精确,,江苏(宜兴)、浙江、安徽、福建、台湾、江西、湖南、广东、广西、四川、贵州、陕西、甘肃、湖北(赤壁)、海南(吊罗山)、重庆(南川)、北京(小龙门林场)、河南(商城);国外主要分布于老挝、越南中部和南部地区以及日本琉球群岛南部,云南,原表标注,腾冲县上营乡大蒿坪河边草坪的石块之下,98.7314,24.9698,原文报道坐标,2040,2040.0,2005-05-31,2005年5月31日,混合生境（溪流/河流+灌丛/草地）,河边草坪的石块之下,标本,HNU200505001,新纪录,原表标注,DUP041,,,,,"郭克疾、米小其、邓学建 (2007). 云南省蛇类新记录---黑背白环蛇 河南师范大学学报(自然科学版), 35(4), 189-190 https://doi.org/10.16366/j.cnki.1000-2367.2007.04.022",2007,郭克疾、米小其、邓学建,河南师范大学学报(自然科学版),10.16366/j.cnki.1000-2367.2007.04.022,1903
